Indicator type,Indicator,Description
IPv4,218.92.0.221,
IPv4,186.96.145.241,
IPv4,159.203.45.163,
IPv4,218.92.0.221,
IPv4,63.41.9.206,
IPv4,218.92.0.232,
IPv4,218.92.0.221,
IPv4,118.26.36.241,
IPv4,186.13.43.41,
IPv4,201.184.50.251,
IPv4,202.51.208.194,
IPv4,54.38.215.162,
IPv4,201.249.205.94,
IPv4,218.92.0.223,
IPv4,190.221.50.123,
IPv4,218.92.0.230,
IPv4,187.170.74.95,
IPv4,190.184.222.63,
IPv4,167.99.128.177,
IPv4,147.45.172.209,
IPv4,223.252.34.55,
IPv4,168.228.180.12,
IPv4,45.116.77.25,
IPv4,186.39.63.228,
IPv4,218.92.0.143,
IPv4,37.202.207.39,
IPv4,218.92.0.237,
IPv4,111.170.168.6,
IPv4,218.92.0.237,
IPv4,218.92.0.232,
IPv4,218.92.0.235,
IPv4,121.60.83.186,
IPv4,218.92.0.235,
IPv4,218.92.0.217,
IPv4,154.211.15.218,
IPv4,128.199.33.46,
IPv4,93.185.76.242,
IPv4,139.162.212.127,
IPv4,103.187.147.103,
IPv4,2.59.152.22,
IPv4,197.5.145.8,
IPv4,14.116.200.5,
IPv4,45.148.10.240,
IPv4,14.29.198.130,
IPv4,218.92.0.198,
IPv4,188.213.168.200,
IPv4,34.44.67.109,
IPv4,218.92.0.222,
IPv4,103.179.111.6,
IPv4,218.92.0.222,
IPv4,218.92.0.153,
IPv4,218.92.0.153,
IPv4,218.92.0.134,
IPv4,186.31.95.163,
IPv4,196.189.87.177,
IPv4,9.169.228.92,
IPv4,27.112.79.97,
IPv4,218.92.0.153,
IPv4,185.213.165.150,
IPv4,156.255.90.225,
IPv4,218.92.0.236,
IPv4,182.229.10.141,
IPv4,161.132.47.41,
IPv4,121.196.236.64,
IPv4,182.253.156.184,
IPv4,218.92.0.218,
IPv4,123.140.114.196,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,193.151.146.46,
IPv4,218.92.0.153,
IPv4,45.87.41.7,
IPv4,112.219.151.50,
IPv4,1.117.113.68,
IPv4,1.117.113.68,
IPv4,45.87.41.7,
IPv4,45.87.41.7,
IPv4,118.45.205.44,
IPv4,191.8.213.191,
IPv4,92.118.39.75,
IPv4,45.87.41.7,
IPv4,193.32.162.135,
IPv4,218.92.0.237,
IPv4,218.92.0.111,
IPv4,218.92.0.225,
IPv4,103.10.44.105,
IPv4,218.92.0.103,
IPv4,218.92.0.225,
IPv4,45.150.239.14,
IPv4,49.0.129.17,
IPv4,172.208.24.217,
IPv4,211.251.12.176,
IPv4,93.108.120.147,
IPv4,154.92.22.181,
IPv4,91.191.209.4,
IPv4,94.60.243.249,
IPv4,218.92.0.216,
IPv4,124.137.205.56,
IPv4,218.92.0.226,
IPv4,218.92.0.235,
IPv4,91.191.209.4,
IPv4,45.148.10.240,
IPv4,193.32.162.73,
IPv4,45.249.111.40,
IPv4,91.191.209.4,
IPv4,191.187.82.6,
IPv4,91.191.209.4,
IPv4,159.89.204.129,
IPv4,90.189.164.20,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,51.161.153.122,
IPv4,196.188.63.81,
IPv4,156.241.0.125,
IPv4,218.92.0.216,
IPv4,186.96.145.241,
IPv4,34.142.110.144,
IPv4,81.215.228.18,
IPv4,156.232.9.164,
IPv4,218.92.0.216,
IPv4,218.92.0.111,
IPv4,218.92.0.216,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,218.92.0.230,
IPv4,103.117.56.120,
IPv4,92.118.39.71,
IPv4,92.118.39.71,
IPv4,193.32.162.137,
IPv4,107.175.197.29,
IPv4,218.92.0.230,
IPv4,103.179.56.241,
IPv4,162.240.109.153,
IPv4,218.92.0.230,
IPv4,188.121.97.183,
IPv4,87.251.77.103,
IPv4,106.51.105.25,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,68.183.39.25,
IPv4,193.32.162.73,
IPv4,65.254.93.250,
IPv4,183.47.36.3,
IPv4,117.48.147.13,
IPv4,82.152.132.83,
IPv4,40.83.182.122,
IPv4,218.92.0.217,
IPv4,1.180.13.248,
IPv4,92.118.39.87,
IPv4,218.92.0.220,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,196.189.87.177,
IPv4,118.183.153.4,
IPv4,193.32.162.73,
IPv4,195.178.110.210,
IPv4,193.32.162.73,
IPv4,150.241.123.43,
IPv4,193.32.162.73,
IPv4,46.147.113.91,
IPv4,198.12.118.100,
IPv4,91.191.209.4,
IPv4,92.118.39.76,
IPv4,220.117.239.116,
IPv4,218.92.0.111,
IPv4,218.92.0.230,
IPv4,218.92.0.228,
IPv4,137.184.144.151,
IPv4,78.187.21.105,
IPv4,165.227.55.132,
IPv4,218.92.0.228,
IPv4,218.92.0.235,
IPv4,218.92.0.198,
IPv4,218.92.0.228,
IPv4,218.92.0.221,
IPv4,218.92.0.228,
IPv4,196.251.84.225,
IPv4,196.251.84.225,
IPv4,91.191.209.4,
IPv4,187.170.74.95,
IPv4,190.202.0.82,
IPv4,165.227.145.108,
IPv4,91.191.209.4,
IPv4,187.34.212.38,
IPv4,52.66.77.119,
IPv4,101.168.7.222,
IPv4,103.42.161.42,
IPv4,218.92.0.153,
IPv4,218.92.0.237,
IPv4,218.92.0.216,
IPv4,103.42.161.42,
IPv4,114.67.80.148,
IPv4,103.42.161.42,
IPv4,47.122.77.35,
IPv4,103.42.161.42,
IPv4,103.42.161.42,
IPv4,103.42.161.42,
IPv4,189.244.67.67,
IPv4,218.92.0.233,
IPv4,91.191.209.4,
IPv4,114.10.47.245,
IPv4,218.92.0.226,
IPv4,221.156.126.1,
IPv4,68.183.6.60,
IPv4,218.92.0.231,
IPv4,218.92.0.226,
IPv4,218.92.0.222,
IPv4,218.92.0.219,
IPv4,91.191.209.4,
IPv4,218.92.0.233,
IPv4,218.92.0.233,
IPv4,154.125.71.205,
IPv4,218.92.0.229,
IPv4,46.3.98.40,
IPv4,51.195.46.102,
IPv4,154.125.71.205,
IPv4,103.16.202.187,
IPv4,186.96.145.241,
IPv4,218.92.0.219,
IPv4,119.246.15.94,
IPv4,36.111.191.124,
IPv4,218.92.0.143,
IPv4,218.92.0.233,
IPv4,159.65.224.173,
IPv4,134.209.157.89,
IPv4,218.92.0.231,
IPv4,218.92.0.198,
IPv4,218.92.0.227,
IPv4,68.183.80.79,
IPv4,218.92.0.231,
IPv4,218.92.0.227,
IPv4,78.119.120.27,
IPv4,218.92.0.231,
IPv4,218.92.0.219,
IPv4,182.43.226.211,
IPv4,142.44.247.114,
IPv4,151.37.135.94,
IPv4,139.59.14.27,
IPv4,103.211.219.50,
IPv4,20.185.243.158,
IPv4,96.78.175.42,
IPv4,46.25.236.192,
IPv4,178.232.218.217,
IPv4,218.92.0.198,
IPv4,103.229.125.237,
IPv4,144.91.107.143,
IPv4,154.221.28.197,
IPv4,218.92.0.198,
IPv4,96.45.190.212,
IPv4,45.55.74.58,
IPv4,45.59.100.131,
IPv4,38.47.92.86,
IPv4,187.45.100.0,
IPv4,36.138.19.180,
IPv4,218.92.0.153,
IPv4,128.199.148.185,
IPv4,218.92.0.153,
IPv4,218.92.0.153,
IPv4,157.10.161.187,
IPv4,197.227.8.186,
IPv4,112.164.54.63,
IPv4,15.235.187.127,
IPv4,14.103.86.183,
IPv4,65.49.196.227,
IPv4,82.207.9.150,
IPv4,218.92.0.134,
IPv4,187.170.74.95,
IPv4,45.157.148.187,
IPv4,158.51.126.147,
IPv4,218.92.0.153,
IPv4,182.76.204.237,
IPv4,14.18.113.233,
IPv4,1.117.113.68,
IPv4,103.189.235.93,
IPv4,193.32.162.135,
IPv4,151.35.212.119,
IPv4,14.103.122.180,
IPv4,116.204.182.224,
IPv4,1.117.113.68,
IPv4,116.196.111.41,
IPv4,107.174.52.86,
IPv4,180.93.172.127,
IPv4,218.92.0.217,
IPv4,43.133.113.12,
IPv4,218.92.0.230,
IPv4,183.82.105.140,
IPv4,218.92.0.112,
IPv4,81.192.46.36,
IPv4,91.245.255.9,
IPv4,186.96.145.241,
IPv4,202.51.83.131,
IPv4,190.104.25.221,
IPv4,160.191.243.77,
IPv4,45.61.133.42,
IPv4,191.242.105.131,
IPv4,186.96.145.241,
IPv4,186.233.204.9,
IPv4,92.118.39.71,
IPv4,206.172.46.162,
IPv4,165.22.235.5,
IPv4,124.71.164.36,
IPv4,217.160.16.155,
IPv4,186.219.184.142,
IPv4,186.96.145.241,
IPv4,14.103.112.55,
IPv4,103.130.213.118,
IPv4,64.23.252.3,
IPv4,177.135.210.133,
IPv4,160.30.112.17,
IPv4,186.96.145.241,
IPv4,49.50.8.132,
IPv4,211.253.37.225,
IPv4,103.181.143.10,
IPv4,160.22.16.36,
IPv4,218.92.0.225,
IPv4,14.103.115.85,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,218.92.0.226,
IPv4,190.189.123.243,
IPv4,120.48.2.63,
IPv4,36.111.173.102,
IPv4,103.170.123.42,
IPv4,190.85.15.251,
IPv4,79.117.212.52,
IPv4,190.129.60.171,
IPv4,45.148.10.240,
IPv4,103.164.35.165,
IPv4,20.2.154.67,
IPv4,92.118.39.86,
IPv4,196.251.84.225,
IPv4,182.253.238.218,
IPv4,43.153.29.103,
IPv4,92.118.39.86,
IPv4,103.49.238.134,
IPv4,91.92.199.36,
IPv4,111.92.189.136,
IPv4,103.76.120.94,
IPv4,101.89.113.198,
IPv4,14.225.3.79,
IPv4,92.118.39.86,
IPv4,103.28.254.254,
IPv4,193.32.162.137,
IPv4,52.149.212.66,
IPv4,218.92.0.230,
IPv4,218.92.0.220,
IPv4,82.207.8.154,
IPv4,218.92.0.221,
IPv4,132.232.103.229,
IPv4,61.155.106.101,
IPv4,103.23.135.156,
IPv4,218.92.0.231,
IPv4,51.161.153.0,
IPv4,80.94.95.125,
IPv4,92.118.39.87,
IPv4,14.103.115.90,
IPv4,113.137.40.78,
IPv4,151.57.193.221,
IPv4,189.7.17.61,
IPv4,218.92.0.198,
IPv4,218.92.0.103,
IPv4,123.209.73.245,
IPv4,14.103.132.101,
IPv4,103.23.199.38,
IPv4,183.110.116.126,
IPv4,188.26.200.23,
IPv4,45.82.121.108,
IPv4,218.92.0.221,
IPv4,54.37.18.183,
IPv4,116.110.72.120,
IPv4,116.110.72.120,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.72.120,
IPv4,116.110.72.120,
IPv4,116.110.72.120,
IPv4,218.92.0.222,
IPv4,116.110.72.120,
IPv4,116.110.117.65,
IPv4,116.110.72.120,
IPv4,116.110.117.65,
IPv4,116.110.72.120,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.117.65,
IPv4,116.110.72.120,
IPv4,116.110.72.120,
IPv4,83.222.191.218,
IPv4,14.128.54.101,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,185.213.164.160,
IPv4,193.32.162.73,
IPv4,27.254.235.3,
IPv4,218.92.0.153,
IPv4,92.118.39.76,
IPv4,141.105.80.66,
IPv4,103.221.80.50,
IPv4,51.75.162.138,
IPv4,45.118.145.72,
IPv4,218.92.0.228,
IPv4,218.92.0.229,
IPv4,193.32.162.135,
IPv4,45.148.10.240,
IPv4,45.148.10.240,
IPv4,45.148.10.240,
IPv4,192.210.160.175,
IPv4,45.148.10.240,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,198.46.245.177,
IPv4,115.206.153.79,
IPv4,14.103.117.93,
IPv4,14.199.52.62,
IPv4,218.92.0.212,
IPv4,188.213.168.200,
IPv4,218.92.0.232,
IPv4,14.103.21.179,
IPv4,218.92.0.223,
IPv4,157.230.113.25,
IPv4,34.81.214.64,
IPv4,91.191.209.4,
IPv4,186.96.145.241,
IPv4,218.92.0.143,
IPv4,185.125.203.184,
IPv4,36.111.176.220,
IPv4,134.209.170.204,
IPv4,36.93.247.226,
IPv4,157.230.81.155,
IPv4,78.138.56.193,
IPv4,97.64.20.57,
IPv4,144.48.8.100,
IPv4,165.154.13.166,
IPv4,218.92.0.233,
IPv4,208.69.84.112,
IPv4,195.178.110.210,
IPv4,59.12.160.91,
IPv4,202.72.235.208,
IPv4,62.240.176.22,
IPv4,218.92.0.153,
IPv4,174.138.36.168,
IPv4,136.232.203.134,
IPv4,174.138.36.168,
IPv4,174.138.36.168,
IPv4,174.138.36.168,
IPv4,174.138.36.168,
IPv4,174.138.36.168,
IPv4,39.109.126.152,
IPv4,210.209.186.25,
IPv4,193.32.162.130,
IPv4,218.92.0.153,
IPv4,20.193.141.133,
IPv4,218.92.0.153,
IPv4,103.153.191.137,
IPv4,92.118.39.71,
IPv4,206.1.58.52,
IPv4,162.19.250.107,
IPv4,68.168.142.91,
IPv4,49.84.226.185,
IPv4,162.19.250.107,
IPv4,162.19.250.107,
IPv4,162.19.250.107,
IPv4,162.19.250.107,
IPv4,162.19.250.107,
IPv4,195.19.4.22,
IPv4,144.48.241.92,
IPv4,218.92.0.112,
IPv4,206.189.26.80,
IPv4,1.194.238.148,
IPv4,218.92.0.225,
IPv4,59.36.137.172,
IPv4,92.191.96.7,
IPv4,201.184.50.251,
IPv4,43.252.228.87,
IPv4,45.43.63.186,
IPv4,104.160.46.107,
IPv4,178.128.104.180,
IPv4,198.12.77.137,
IPv4,218.92.0.153,
IPv4,121.204.188.9,
IPv4,129.159.231.120,
IPv4,101.47.67.128,
IPv4,202.157.184.90,
IPv4,118.122.93.139,
IPv4,222.98.122.37,
IPv4,192.210.193.244,
IPv4,201.186.40.250,
IPv4,103.187.147.100,
IPv4,185.213.164.48,
IPv4,218.92.0.216,
IPv4,195.178.110.50,
IPv4,218.92.0.112,
IPv4,118.68.64.36,
IPv4,101.126.90.24,
IPv4,36.41.173.185,
IPv4,195.178.110.50,
IPv4,195.178.110.50,
IPv4,195.178.110.50,
IPv4,103.162.72.147,
IPv4,218.92.0.232,
IPv4,218.92.0.134,
IPv4,92.118.39.86,
IPv4,195.178.110.50,
IPv4,45.114.142.178,
IPv4,92.118.39.86,
IPv4,112.219.151.50,
IPv4,92.118.39.86,
IPv4,14.225.217.156,
IPv4,14.225.217.156,
IPv4,52.233.1.108,
IPv4,210.245.54.206,
IPv4,195.178.110.50,
IPv4,14.225.217.156,
IPv4,14.225.217.156,
IPv4,14.225.217.156,
IPv4,14.225.217.156,
IPv4,195.178.110.50,
IPv4,92.118.39.86,
IPv4,218.92.0.220,
IPv4,14.103.127.235,
IPv4,111.198.221.98,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,196.251.84.225,
IPv4,195.178.110.50,
IPv4,218.92.0.231,
IPv4,186.96.145.241,
IPv4,51.75.162.138,
IPv4,218.92.0.237,
IPv4,165.210.33.44,
IPv4,195.178.110.50,
IPv4,159.198.65.165,
IPv4,186.233.204.9,
IPv4,202.51.208.170,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,195.178.110.50,
IPv4,101.126.23.110,
IPv4,14.103.127.235,
IPv4,167.99.194.177,
IPv4,167.172.146.42,
IPv4,196.188.63.58,
IPv4,111.92.189.136,
IPv4,27.254.163.61,
IPv4,5.57.33.153,
IPv4,197.248.8.33,
IPv4,195.178.110.50,
IPv4,211.254.212.59,
IPv4,195.178.110.50,
IPv4,196.188.63.81,
IPv4,182.191.94.208,
IPv4,47.94.161.240,
IPv4,103.187.147.32,
IPv4,195.178.110.50,
IPv4,193.106.245.20,
IPv4,185.213.164.153,
IPv4,38.7.199.91,
IPv4,51.161.152.47,
IPv4,193.112.194.81,
IPv4,195.178.110.50,
IPv4,195.178.110.50,
IPv4,139.99.134.243,
IPv4,109.167.197.20,
IPv4,218.92.0.220,
IPv4,218.92.0.223,
IPv4,190.202.131.222,
IPv4,192.69.95.24,
IPv4,195.178.110.50,
IPv4,106.75.213.233,
IPv4,218.92.0.217,
IPv4,106.57.253.254,
IPv4,195.178.110.50,
IPv4,154.72.169.121,
IPv4,119.96.174.235,
IPv4,104.234.24.5,
IPv4,92.118.39.87,
IPv4,103.123.63.37,
IPv4,27.65.55.85,
IPv4,118.145.137.186,
IPv4,222.107.156.227,
IPv4,34.152.9.223,
IPv4,212.159.71.187,
IPv4,185.239.50.160,
IPv4,212.29.201.72,
IPv4,218.92.0.227,
IPv4,203.177.0.71,
IPv4,218.92.0.153,
IPv4,103.134.154.170,
IPv4,92.222.180.245,
IPv4,150.158.133.246,
IPv4,111.238.174.6,
IPv4,82.65.50.177,
IPv4,125.124.130.124,
IPv4,218.92.0.237,
IPv4,122.8.153.114,
IPv4,218.92.0.216,
IPv4,218.92.0.217,
IPv4,141.95.73.31,
IPv4,121.229.9.110,
IPv4,70.54.182.130,
IPv4,12.156.67.18,
IPv4,103.26.136.54,
IPv4,83.222.191.218,
IPv4,165.232.100.223,
IPv4,116.193.191.111,
IPv4,218.92.0.227,
IPv4,218.92.0.227,
IPv4,107.172.140.200,
IPv4,211.253.10.96,
IPv4,165.154.172.232,
IPv4,218.92.0.222,
IPv4,210.114.22.126,
IPv4,31.56.0.82,
IPv4,14.103.127.23,
IPv4,218.92.0.216,
IPv4,218.92.0.143,
IPv4,45.148.10.240,
IPv4,45.148.10.240,
IPv4,92.118.39.76,
IPv4,45.148.10.240,
IPv4,14.103.112.233,
IPv4,103.211.219.50,
IPv4,45.148.10.240,
IPv4,193.32.162.73,
IPv4,185.213.164.197,
IPv4,196.251.84.225,
IPv4,186.96.145.241,
IPv4,142.171.91.230,
IPv4,34.101.240.144,
IPv4,181.49.50.6,
IPv4,134.122.121.56,
IPv4,52.224.71.115,
IPv4,74.211.100.211,
IPv4,52.230.18.244,
IPv4,146.71.50.196,
IPv4,154.72.169.175,
IPv4,20.193.141.133,
IPv4,34.83.156.21,
IPv4,218.92.0.153,
IPv4,101.126.55.179,
IPv4,218.92.0.153,
IPv4,193.32.162.73,
IPv4,46.191.141.152,
IPv4,218.92.0.153,
IPv4,193.32.162.73,
IPv4,218.92.0.221,
IPv4,103.189.234.253,
IPv4,107.173.18.95,
IPv4,218.92.0.229,
IPv4,87.208.250.186,
IPv4,180.110.63.90,
IPv4,218.92.0.228,
IPv4,195.178.110.207,
IPv4,111.238.174.6,
IPv4,193.32.162.130,
IPv4,104.160.46.107,
IPv4,195.178.110.210,
IPv4,218.92.0.216,
IPv4,218.92.0.236,
IPv4,218.92.0.153,
IPv4,218.92.0.236,
IPv4,176.222.55.247,
IPv4,46.101.197.107,
IPv4,218.92.0.103,
IPv4,218.92.0.216,
IPv4,218.92.0.228,
IPv4,218.92.0.103,
IPv4,218.92.0.103,
IPv4,218.92.0.223,
IPv4,218.92.0.223,
IPv4,185.200.241.229,
IPv4,128.199.128.242,
IPv4,27.66.108.46,
IPv4,58.147.189.208,
IPv4,193.123.114.34,
IPv4,138.124.118.150,
IPv4,212.159.71.187,
IPv4,129.159.231.120,
IPv4,185.213.164.162,
IPv4,92.118.39.86,
IPv4,92.118.39.86,
IPv4,193.32.162.135,
IPv4,38.156.16.80,
IPv4,180.100.202.3,
IPv4,218.78.132.164,
IPv4,92.118.39.86,
IPv4,218.92.0.221,
IPv4,51.75.16.96,
IPv4,121.204.188.9,
IPv4,213.176.73.108,
IPv4,218.92.0.221,
IPv4,218.92.0.221,
IPv4,83.229.124.127,
IPv4,87.201.127.149,
IPv4,213.232.127.118,
IPv4,218.92.0.217,
IPv4,218.92.0.112,
IPv4,218.92.0.229,
IPv4,218.92.0.222,
IPv4,218.92.0.222,
IPv4,218.92.0.232,
IPv4,75.109.55.158,
IPv4,36.95.221.140,
IPv4,111.231.33.67,
IPv4,54.37.72.28,
IPv4,27.254.163.105,
IPv4,218.92.0.225,
IPv4,125.124.149.14,
IPv4,218.92.0.225,
IPv4,218.92.0.227,
IPv4,218.92.0.227,
IPv4,218.92.0.134,
IPv4,218.92.0.233,
IPv4,218.92.0.222,
IPv4,104.131.160.104,
IPv4,218.92.0.227,
IPv4,218.92.0.198,
IPv4,218.92.0.112,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,218.92.0.231,
IPv4,59.98.83.57,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,213.165.65.210,
IPv4,218.92.0.216,
IPv4,218.92.0.218,
IPv4,218.92.0.229,
IPv4,218.92.0.229,
IPv4,218.92.0.229,
IPv4,218.92.0.228,
IPv4,218.92.0.228,
IPv4,218.92.0.229,
IPv4,85.208.253.151,
IPv4,218.92.0.216,
IPv4,50.62.181.244,
IPv4,103.172.236.241,
IPv4,161.35.189.73,
IPv4,1.55.33.86,
IPv4,218.92.0.225,
IPv4,218.92.0.233,
IPv4,218.92.0.233,
IPv4,218.92.0.198,
IPv4,83.212.126.23,
IPv4,103.31.39.69,
IPv4,101.36.118.108,
IPv4,51.161.32.166,
IPv4,14.225.202.36,
IPv4,209.141.52.5,
IPv4,218.92.0.225,
IPv4,27.254.235.3,
IPv4,218.92.0.225,
IPv4,218.92.0.198,
IPv4,218.92.0.233,
IPv4,34.123.134.194,
IPv4,87.248.154.157,
IPv4,95.167.225.76,
IPv4,218.92.0.198,
IPv4,194.190.153.226,
IPv4,103.189.235.65,
IPv4,96.67.59.65,
IPv4,42.51.13.138,
IPv4,218.92.0.198,
IPv4,218.92.0.198,
IPv4,181.93.233.66,
IPv4,181.218.9.86,
IPv4,218.92.0.103,
IPv4,218.92.0.223,
IPv4,46.191.141.152,
IPv4,218.92.0.153,
IPv4,92.118.39.87,
IPv4,197.220.1.227,
IPv4,46.27.175.111,
IPv4,218.92.0.111,
IPv4,218.92.0.217,
IPv4,156.67.80.26,
IPv4,198.244.188.27,
IPv4,103.172.205.208,
IPv4,2.59.152.129,
IPv4,113.83.130.136,
IPv4,182.44.79.69,
IPv4,143.110.150.27,
IPv4,185.213.165.122,
IPv4,43.240.223.15,
IPv4,218.92.0.236,
IPv4,218.92.0.236,
IPv4,218.92.0.223,
IPv4,218.92.0.112,
IPv4,218.92.0.112,
IPv4,218.92.0.216,
IPv4,218.92.0.216,
IPv4,154.92.108.31,
IPv4,115.151.72.122,
IPv4,218.92.0.226,
IPv4,218.92.0.236,
IPv4,218.92.0.226,
IPv4,1.238.106.229,
IPv4,2.228.25.92,
IPv4,70.54.182.130,
IPv4,218.92.0.222,
IPv4,116.193.190.174,
IPv4,218.92.0.143,
IPv4,192.46.228.92,
IPv4,221.216.7.58,
IPv4,196.251.84.225,
IPv4,218.92.0.236,
IPv4,218.92.0.103,
IPv4,221.156.126.1,
IPv4,43.153.11.53,
IPv4,143.198.16.19,
IPv4,218.92.0.103,
IPv4,218.92.0.112,
IPv4,218.92.0.221,
IPv4,186.96.145.241,
IPv4,174.138.29.77,
IPv4,176.222.55.247,
IPv4,203.135.101.182,
IPv4,103.146.159.74,
IPv4,107.173.18.95,
IPv4,51.75.161.33,
IPv4,218.92.0.153,
IPv4,82.64.99.86,
IPv4,218.92.0.103,
IPv4,201.184.50.251,
IPv4,218.92.0.103,
IPv4,218.92.0.153,
IPv4,120.48.44.93,
IPv4,36.255.220.190,
IPv4,222.98.150.198,
IPv4,218.92.0.153,
IPv4,125.87.81.13,
IPv4,123.58.213.127,
IPv4,14.103.170.144,
IPv4,49.7.230.246,
IPv4,143.198.90.189,
IPv4,152.42.225.137,
IPv4,185.255.90.176,
IPv4,14.29.192.146,
IPv4,213.176.73.108,
IPv4,80.238.236.113,
IPv4,92.118.39.72,
IPv4,218.92.0.217,
IPv4,95.167.225.76,
IPv4,2.136.255.222,
IPv4,51.75.162.70,
IPv4,92.118.39.86,
IPv4,92.118.39.76,
IPv4,218.92.0.112,
IPv4,142.93.116.14,
IPv4,218.92.0.227,
IPv4,103.124.196.184,
IPv4,218.92.0.218,
IPv4,218.92.0.222,
IPv4,92.118.39.86,
IPv4,217.79.178.93,
IPv4,220.135.184.34,
IPv4,52.224.240.74,
IPv4,167.99.128.177,
IPv4,85.208.253.142,
IPv4,218.78.108.185,
IPv4,218.92.0.237,
IPv4,218.92.0.226,
IPv4,218.92.0.153,
IPv4,187.170.74.95,
IPv4,108.166.190.145,
IPv4,98.175.165.229,
IPv4,14.103.107.21,
IPv4,174.138.85.92,
IPv4,193.112.92.58,
IPv4,218.92.0.222,
IPv4,218.92.0.218,
IPv4,218.92.0.229,
IPv4,218.92.0.112,
IPv4,218.92.0.112,
IPv4,218.92.0.225,
IPv4,45.116.77.65,
IPv4,52.165.31.201,
IPv4,218.92.0.221,
IPv4,178.250.191.146,
IPv4,218.92.0.222,
IPv4,124.223.94.233,
IPv4,185.196.8.248,
IPv4,195.178.110.210,
IPv4,193.32.162.73,
IPv4,184.168.121.83,
IPv4,111.180.199.183,
IPv4,193.32.162.73,
IPv4,103.176.138.51,
IPv4,61.72.55.130,
IPv4,63.41.9.210,
IPv4,193.32.162.73,
IPv4,14.103.139.8,
IPv4,218.92.0.228,
IPv4,152.32.219.39,
IPv4,218.92.0.219,
IPv4,218.92.0.237,
IPv4,218.92.0.217,
IPv4,218.92.0.232,
IPv4,218.92.0.235,
IPv4,14.116.250.8,
IPv4,218.92.0.222,
IPv4,218.92.0.226,
IPv4,193.32.162.73,
IPv4,193.32.162.73,
IPv4,178.128.232.125,
IPv4,193.32.162.73,
IPv4,194.152.206.17,
IPv4,193.32.162.73,
IPv4,218.92.0.223,
IPv4,218.92.0.227,
IPv4,103.82.240.194,
IPv4,85.208.110.203,
IPv4,188.83.65.78,
IPv4,218.92.0.227,
IPv4,218.92.0.218,
IPv4,94.254.0.157,
IPv4,117.50.186.151,
IPv4,125.132.34.65,
IPv4,27.112.79.10,
IPv4,115.73.209.212,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,85.214.188.10,
IPv4,195.178.191.5,
IPv4,218.92.0.219,
IPv4,218.92.0.232,
IPv4,23.251.33.22,
IPv4,121.4.89.191,
IPv4,218.92.0.134,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,186.96.145.241,
IPv4,103.10.44.45,
IPv4,192.163.200.252,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,64.227.139.1,
IPv4,136.232.203.134,
IPv4,46.27.175.111,
IPv4,218.92.0.235,
IPv4,218.92.0.227,
IPv4,218.92.0.111,
IPv4,218.92.0.232,
IPv4,157.66.81.92,
IPv4,182.253.188.204,
IPv4,114.132.204.65,
IPv4,103.187.147.35,
IPv4,180.100.202.3,
IPv4,103.186.1.9,
IPv4,125.124.73.167,
IPv4,140.246.103.212,
IPv4,218.92.0.112,
IPv4,196.251.84.225,
IPv4,46.191.141.152,
IPv4,222.255.115.237,
IPv4,103.232.53.196,
IPv4,218.92.0.220,
IPv4,218.92.0.220,
IPv4,218.92.0.235,
IPv4,218.92.0.226,
IPv4,218.92.0.226,
IPv4,218.92.0.218,
IPv4,218.92.0.221,
IPv4,218.92.0.221,
IPv4,218.92.0.233,
IPv4,218.92.0.221,
IPv4,218.92.0.221,
IPv4,193.32.162.135,
IPv4,218.92.0.111,
IPv4,218.92.0.153,
IPv4,94.131.8.32,
IPv4,190.129.60.171,
IPv4,175.6.209.26,
IPv4,46.20.5.68,
IPv4,45.12.146.190,
IPv4,218.92.0.230,
IPv4,24.108.102.132,
IPv4,218.92.0.219,
IPv4,105.73.164.78,
