Indicator
142.93.217.176
185.74.222.146
102.130.49.131
46.19.143.26
64.226.94.212
149.248.1.60
89.221.225.65
172.104.206.7
195.20.17.60
185.93.89.118
64.227.165.217
121.182.57.85
169.255.56.136
47.89.177.63
147.139.173.244
143.110.211.221
94.131.2.94
207.246.70.54
83.222.191.62
158.255.212.125
192.46.210.53
144.202.107.38
172.104.185.108
47.254.196.199
47.254.242.231
47.90.158.244
194.120.230.215
200.25.38.157
51.91.138.89
185.225.226.151
47.89.183.168
143.110.189.65
194.36.89.150
95.179.223.178
87.252.237.218
164.52.202.186
146.19.24.76
176.97.114.210
92.246.87.21
195.3.223.40
193.34.212.75
45.90.163.37
