Indicator,Description
google.pl,
331e9dfcba96d0646013259b1e646be61a1e638aa3237a396757aa461e9bdb80,
60f4a2c7b422a3eaa6c7e32845a3d518f0ce89e38dcd0d70a58034288960e753,
6224d0633f2819b8872c06863831478bb55ff4cae417e708f2d9d8ef23b04131,
73e92c84a64e1470caff36ce34887910a8164a63c388891effc8822ffeae29c5,
7dddb3f7496973bf3e3e38ff406f928c09f7c82bceb8c26e5702d38f1de70574,
8aa6efd387bb07b4b410a17fa51ce21191460a1ee7da2cddf73f8931acfa90a6,
905751f6a15c4276123b039256a3f560d05198be6a60fc7fd3f3b8433a798163,
912b471fffa53e821227a44c68bf32dadbab79281d55c5ae78dba8a7381fb788,
abb2f040f7d875f23a48a31552cf2f1850fc1a8111f886073bf60f1b3d973613,
b99f16252e28cd37edc17e35941a94bb3dff05922520b3fab20e3b1283c4d9a0,
c53efca658297add2972fd102218472381daab9d2426bfa0be08682f1d0d4dd2,
c5a6438e690f60a528a8192aa0d633a317e6f467a58f910332506868d1a936da,
c691fa983cbb3c6525c5311bc307c99954091c8a8e2ea71e2e97993996cd08a8,
c83ed80b0144bdf48e19e9c4a4c97d7eda71db7381856b3b0e116d6c45dd7aa0,
c8fc312b922da17d277b1f2a5bc0dc51cb7c15a61dc809504ba6671beee570bb,
d1572a6dd436c2129e73996c005ba5475a5a4362e5711a2a08d078e24321928b,
d1924ae8c1e3809a2af0ccf4242427a4212f9fcb2d2b67e08771593a6c79cddf,
e454ebbba6f501bc6987f8a2e7c53e7e46a89a361ec5150a4ec6b82313164b0a,
e5f57e4f864c7266ef2e865c87a05c5968a5817fd3facd291e5cc0a925f1a3c4,
f3c90873a6499e5add528136fba490955a034a8e4dc881db9414ba9b553097ba,
https://adservice.google.pl/adsid/google/ui,
https://ogs.google.pl/widget/app/so,
https://www.google.pl/client_204,
https://www.google.pl/gen_204,
https://www.google.pl/images/branding/googlelogo/1x/googlelogo_color_272x92dp.png,
https://www.google.pl/images/nav_logo299.webp,
https://www.google.pl/images/searchbox/desktop_searchbox_sprites302_hr.webp,
https://www.google.pl/xjs/_/js/k=xjs.s.en_US.kqGC4GeiB3c.O/ck=xjs.s.xHT1Lf0Gbvo.LWO/am=AAAAAABAAAA,
adservice.google.pl,
ogs.google.pl,
www.google.pl,
9200271f6fac3e836cb2bb8bebd396f346720db9d0d0244f0b046d700aa54197,
085630048d257eb7dce8d0764c29a3e7eb1772559dd99084e46948bb7381eba3,
089c7d1f2a1e13d3eb99c144cd95a83f2bf17c712fcc0feeda3418710eafb454,
3250c50fa28637089e8e0755760cfa2ebffc4610ebf701464408d846f16f7bc4,
3bb3a58a4f280f1cf5e5fb60b3c02e9216d64bc431ce5441324c5a6a9a30f8b8,
53e85f4db53e323cad84a3840d440688248e601f65c702eb5e18171104ec734e,
5a03e2319c641522cf07396fbccf7c816424cb13fd7b19145d41e697c786a2d2,
5cdba7e31b6ded669b6b0aea39074f9126fdcf90fe82c84d61accc5288e560b1,
62fbb23f8ab2ca9f358ce64c7fc4ab1e9a66ca6c7544d1ffe95b30f8b1b15973,
6b37cea184c6a32802eedb37f43a0e3a90ff1120bd75945f3e7cf126bab58928,
a728113d384f8e3860bd800ff02c832a87f855005c9c0d5ad3d86eb41937ee6b,
aeae5554dbc930bfefb54001d162d270f40f46c666fc6ef5e6eddb517e1a18b7,
b237d928f2e1f35c0f1035e1b322fb502328a621a84cbd5667921fb2559cbe88,
b937df82d71488f917f5260ca1b45a5f078bd9436d673af9048ac56a00bcd96c,
c942d1c445f98328f4757d0953b02cb2dfc3a646c9f3bf34d8d504a5ea19a6a3,
ce7926375b71b6f42401d8570208bfd172c77e619b5fb87dd0b49c6dcb43eb4c,
ceaa025ac2e93dd261163f258a0865f9ec7b30c3b481471b00f3cfafc7c6b57c,
cee729bc6675031e9926108972d0ee1da0bea4c474481b803fa3a49ebce60ef9,
d7ba8da2b4f6a8f8f7a9b7b84d68fc56a4ba49f1b9b3557d41297e82fec8dee2,
debae18aa9a272cab8035d410f90514884d44810f39adf7d4bcc98e5c302f384,
eb7f36c67db979921494bd30c0463f5c12073984f9b315d81060fdeb0b74dc5c,
lga25s62-w-f3.1e100.net,
lga25s62-w-x03.1e100.net,
lga34s18-w-f3.1e100.net,
lga34s34-w-f3.1e100.net,
ns1.google.pl,
ns2.google.pl,
ns3.google.pl,
ns4.google.pl,
sfo03s07-w-f3.1e100.net,
sfo03s07-w-x03.1e100.net,
yb-w-f94.1e100.net,
yb-w-x5e.1e100.net,
yyz10s03-w-f3.1e100.net,
https://apis.google.com/_/scs/abc-static/_/js/k=gapi.gapi.en.dCBC8e6ENbg.O/m=gapi_iframes,
https://apis.google.com/_/scs/abc-static/_/js/k=gapi.gapi.en.jw7XZHvcak8.O/m=gapi_iframes,
https://code.google.com/,
https://code.google.com/archive/,
https://consent.google.com/m,
https://docs.google.com/document/d/1fIdrOHoPbLK-P9TD10xWT33z1eiA5dnM/edit,
https://docs.google.com/document/d/1k6WfrR3IT0g9iIpba1uKsro_Tw_U0CVF/edit,
https://docs.google.com/document/d/1od-NKeSGDIdEr9Z747yjGlYAPuM3dvvlpAGhS2UuB04/edit,
https://docs.google.com/document/d/e/2PACX-1vTXbzc1uqdFYATGorLKpuLcUUNxtYE_rkpoA8Rf_VV71GJtPJxL4VDc9eHP7wSEdUyWE38CEGv4bxLh/pub,
https://docs.google.com/drawings/d/1-0htYhS_-MZj69swthna1i8s0dOrWgi5pkye9n6oa9Y/edit,
https://docs.google.com/drawings/d/1-1itRmzjlhPq5uNNiSAQ4souobUa80E2-iDcEAJz0P0/edit,
https://docs.google.com/drawings/d/1-7F2gy8Lrnegv9D93USPFpJeVpsqpRQ4tRDZDzSbOY4/edit,
https://docs.google.com/drawings/d/1-A0wzn7XPZrzUG5_8cyQPwjRby5R1SgpqXs5wCrdGO4/edit,
https://docs.google.com/drawings/d/1-A4TypknaUyT9kjF2nK2tgI-JG-Zwi_f2wxql3tX1ow/edit,
https://docs.google.com/drawings/d/1-BH0sQfxhbnAAkhZmU_IXrSjaIIZXxt8Qo4nomMWbDw/edit,
https://docs.google.com/drawings/d/1-BbbeHsZAdZHqT7eIvGcVIhmAUcDDXwzChcDLhrlUbc/edit,
https://docs.google.com/drawings/d/1-FuI1TPfDFqU7gv0fsk7sT6Nwc_cpVcoZQMESbuLTss/edit,
https://docs.google.com/drawings/d/1-GVLNxmDjuaZGCZQaIaLG7AHbwgqG7ZluJmQeP2mSr4,
https://docs.google.com/drawings/d/1-GzXevagR9--KcwJJ1sHzQLy17oZmMS95eYaeBQy0EE/edit,
https://docs.google.com/drawings/d/1-H0JUzOtuMx5vI6HC3HlMbSBfLL_Z20RIaSRY8CikwY/edit,
https://docs.google.com/drawings/d/1-I-tVa-MCWMnhtFmeoElqDU0_JXzfKtx0dajj7emOtI/edit,
https://docs.google.com/drawings/d/1-IqzCFsnntPsIrFa6C0go84ZnpxnK5cJRCFi2Q4Ucw0,
https://docs.google.com/drawings/d/1-Luqsty3LjLkqcl8I6zdx8tWSnpw1v4c2IAwn22lcHc/edit,
https://docs.google.com/drawings/d/1-MQyAiOto55jnG6DSmMzbn4EVVUBPE4F6VokuT0Mkn0,
https://docs.google.com/drawings/d/1-MQyAiOto55jnG6DSmMzbn4EVVUBPE4F6VokuT0Mkn0/edit,
https://docs.google.com/drawings/d/1-O-MKLhbj6PTK6Nz8vddgv_VvFYiiVVzdZUN1ktgAIY/edit,
https://docs.google.com/drawings/d/1-OykRU4APz6g24CHU2BHbpUg_ujHeiljjMpfo4znXGw/edit,
https://docs.google.com/drawings/d/1-ULro0CkU5cQFPxIwHJIortOuxOgbb7WJYJ2DHueVio/edit,
https://docs.google.com/drawings/d/1-V9SyzZj0gUve2idlCJYpcTEsBAW_pGu1-j3qnDJ51I/edit,
https://docs.google.com/drawings/d/1-WGN7J-HzenLKLmpanooc2jEdOBFXaguHd7V_4TTJPs/edit,
https://docs.google.com/drawings/d/1-Y3sYY-IP3mcsIqE7GxV6X9b6KdmJd3JwyQvwTmvptg/edit,
https://docs.google.com/drawings/d/1-ZhsPbZqPzaX97dE35JR5CGH1ft5We_lWO_5z3d-x1Q/edit,
https://docs.google.com/drawings/d/1-aV-0W5Abo1QRtlpBgk0epo4ItC-GLve1AAcdq2NzzQ/edit,
https://docs.google.com/drawings/d/1-aeImrpjLGRQsJnxM-skG31GE_rjjt2umeXetXicNTU/edit,
https://docs.google.com/drawings/d/1-dlPuGP2kGE36falDdn7j6wZaIoY84HOM0mK5-nTv_k/edit,
https://docs.google.com/drawings/d/1-fyktDSru1hitxNsyzJmlzH09R_Yp6NjA8Om41C9pQY/edit,
https://docs.google.com/drawings/d/1-gT-u5CkTX-KMfhtitQeLg0BI4b8q_L-0cdZAwD0ka4/edit,
https://docs.google.com/drawings/d/1-iGH2JntLLHaToQ0ZTPBJ2G8EoTaDSxfYOJIMqiIQqk/edit,
https://docs.google.com/drawings/d/1-q8ZGShFApHHgwUZORDKJSAxcO1HEq9W_P-KIR05aU4/edit,
https://docs.google.com/drawings/d/1-t9zh1CEvMd-xLIcl-7REbWC_ZNyMJ7-1oDixlt48ag/edit,
https://docs.google.com/drawings/d/1-vb2ZTg3gs--VSsyKLl4EjeecC4lk781kfQB1I3jx-A/edit,
https://docs.google.com/drawings/d/1-zNxaxbEg6qmlMBSdwEet415p0JDTILS0zU3CNYT-7A/edit,
https://docs.google.com/drawings/d/1-zu9ro61VU0n0jxsFk4dEGZG6zITUC-1Hybv5vfUWc0,
https://docs.google.com/drawings/d/1-zu9ro61VU0n0jxsFk4dEGZG6zITUC-1Hybv5vfUWc0/edit,
https://docs.google.com/drawings/d/10-L8DCg3J5VwQ421uqWqjIFmY3sfFZAh-YV9n_poo1g/edit,
https://docs.google.com/drawings/d/100Iy3PSPRcY8lNo3c_enjuN5yYMB77-QMZL1VQhNYDo/edit,
https://docs.google.com/drawings/d/101quciNcS-eVDK4EnisL8S_isVIGv9iPBLVoGXN2o-o,
https://docs.google.com/drawings/d/101tMPbgI4-1m5-MYay6sO3KrMEMSvmZmU7wLswsUWeI/edit,
https://docs.google.com/drawings/d/1027GR-zocuIZn3IBquYj13IqoP_Y0VDwDLsxysAVOHo,
https://docs.google.com/drawings/d/102ykdCPt1_6yGhD0jvESeoFd190R3LF8o230JrZOtmQ,
https://docs.google.com/drawings/d/104G6wYC6V9LESGnPd59gU0DbjrZejZZwwGT6VfdW5nk/edit,
https://docs.google.com/drawings/d/106TjHWLpFAhiiyJUsmiaqF3PC7z1w1lV33_MGUF6Sxs/edytuj,
https://docs.google.com/drawings/d/1075j9IwLWoAQVPqmov2lbLZoMFtDDZS9ILL3ymuUNcY/edit,
https://docs.google.com/drawings/d/10AZntm2IyuP3Li71K6_bxlR1BhZ6OLEr6iESQYVwXpg/edit,
https://docs.google.com/drawings/d/10BoKWrYbUKMqZC7G3jl5UvWixnDn4zK2YJvzr998cWg/edit,
https://docs.google.com/drawings/d/10EnxGcuVTQNE3PdepDxjKhDNdkPNnD3tSae2EYdua0Q/edit,
https://docs.google.com/drawings/d/10FutllYkSq6RgkxjXMgfDvt1yH7ljJzwJOzjJ7MhSCI,
https://docs.google.com/drawings/d/10Gfc42XmYkMm98D-yLOVB3sfBsyDDq_5PqFkkNTl2G4/edytuj,
https://docs.google.com/drawings/d/10JYaD6Z9VUqjITFBgv09KNqmypYa54axfpDa4bw_khE,
