INDICATOR
41.216.183.36
185.209.21.88
147.45.44.166
162.254.34.31
185.215.113.37
152.89.198.96
91.103.140.200
95.182.97.58
85.209.11.155
77.221.157.170
89.23.98.98
185.217.197.84
188.130.207.115
147.45.43.197
147.45.43.136
79.137.202.22
45.156.27.45
45.156.27.196
31.41.244.11
77.91.77.187
93.123.39.65
82.147.84.98
81.19.137.7
194.116.217.148
23.94.225.177
46.8.238.240
77.91.77.200
79.133.180.213
85.28.47.139
89.169.52.59
93.123.39.135
45.138.16.85
185.161.248.78
79.137.197.159
77.221.151.54
193.233.132.137
147.45.47.71
185.172.128.65
185.172.128.26
185.172.128.210
185.172.128.209
185.172.128.187
185.172.128.144
185.172.128.126
194.120.116.120
217.196.98.10
154.92.15.189
185.172.128.109
185.172.128.24
185.172.128.79
185.172.128.90
86.124.128.193
185.172.128.145
185.172.128.127
94.228.169.55
14.33.209.147
175.119.10.231
2.180.10.7
77.91.68.247
5.42.92.93
103.152.79.123
68.170.2.83
69.164.0.128
95.214.26.28
95.86.30.3
85.239.54.29
45.87.153.50
77.91.124.7
176.124.192.200
146.70.161.51
162.0.238.10
185.130.46.214
185.143.223.136
185.242.87.149
185.247.184.7
185.5.248.95
94.131.99.185
94.142.138.11
94.142.138.48
91.215.85.188
194.4.51.160
194.87.31.146
195.74.86.37
37.220.87.65
45.136.49.247
45.136.50.69
45.136.51.61
45.144.29.176
84.246.85.80
